cow_id;"(SELECT avg(""value"") AS avgmilk FROM measurements AS m INNER JOIN sensors AS s ON ((s.id = m.sensor_id)) WHERE ((s.unit = 'L') AND (mp.cow_id = m.cow_id)) GROUP BY cow_id)";"(SELECT avg(""value"") AS avgweight FROM measurements AS m INNER JOIN sensors AS s ON ((s.id = m.sensor_id)) WHERE ((s.unit = 'kg') AND (mp.cow_id = m.cow_id)) GROUP BY cow_id)"
85a129d2-0380-450e-a868-b8309bd7550f;4.705135427952327;528.8163438256657
84be669d-571c-444d-bd5f-709fce6ac9ba;4.728694835680749;534.4465182608697
cdbab92f-fd6c-4714-b2c1-7c8df2830930;4.739545454545455;531.5048285714286
71122813-53a2-4a95-bc73-4a5725ab2d41;4.727970356926799;529.0369539633093
7203c734-bdb2-421e-a97a-d62c9ada2d10;4.699326075686882;538.4844476828913
18fc0a5c-890f-4dd6-bde3-3e9a6ebf953e;4.712373417721519;535.8363957597176
69ceb9e9-630d-4e23-b5f5-81c024e84168;4.714893617021278;519.5276363636366
04f886f9-56df-452e-afba-ce3eb8a010c4;4.696990223463686;528.796068855084
0f3f64e9-44e6-4ac7-871b-9d50d251b556;4.709591989987483;530.8805394662123
3321b86f-3afb-4971-a773-3ae7c62bafec;4.711072896387624;541.7174285714286
aea1439d-68a9-4e0b-a757-76dbe7fe6561;4.717786041189933;535.8750690087832
225153da-f330-42b7-8e6c-ad3d57582d4f;4.717257431295567;530.5120719903202
7d68d8d2-6b6c-4dbf-86b5-c9e123ecba97;4.709928533615669;536.5194129732901
b595d0d1-612b-4aef-a64a-1ee0471a5028;4.714181147972616;537.7033670886075
ade0509d-9078-4159-a207-b866725d2218;4.711144114411441;525.3472464840859
51803b38-c52d-4366-aced-fb05039408d0;4.718715596330275;529.0841893687707
8f74a252-78ce-49d4-9432-ce556e226d29;4.719011741682974;532.3204207119742
668d213f-6b1d-4aac-bdc6-cee5acf3476e;4.71577288264337;528.1540161001788
9aa0f9ba-c4a7-4f00-9c87-2730c26e09c1;4.720967177242884;537.6182602040817
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1;4.703601895734603;535.3095684897141
fdca214f-4dc6-4de4-b9dd-99094b619892;4.726503567787973;532.344301490889
03b8549a-60f8-4669-a97c-dff0c27490b1;4.731965720407072;535.3611890606423
9d029bf7-8984-4077-b2fd-e43a4e7cbd09;4.714127617148554;537.4406850335068
55e8420b-3a15-4b95-bb48-587cf40d8bc5;4.715604566683968;530.5914104882459
e5d23a6a-3913-4aff-8f90-9aec74ba7553;4.71738618524333;539.6134807692308
1b859b14-a75f-478b-bd9f-2d920b67dd0c;4.7212412342216;533.648410008071
b67bde0b-872d-4944-82d8-5e48806c2586;4.711031914893617;539.9628024132732
33eb52d5-db1e-4a68-a911-f78574f12254;4.667076023391815;520.5026213592233
c36323f9-5ca6-4325-a8d5-6cac0ddb4d63;4.712380410022776;530.264971428571
4ab95eda-5937-49be-8425-b11d06f6beb2;4.727400681044267;527.5593265565443
76d85b9b-b63d-450e-af2f-18bb742b5964;4.732242757242759;532.5977056277057
0abaa73d-0755-478a-9a56-b97a5cbdd64f;4.7147074351077904;532.616366475794
84e48780-6f4b-45cd-9756-fa0776a8013d;4.723457711442788;536.3821231617648
98ca68bf-816c-4b90-b7e2-678e9069fdf8;4.679116022099444;535.7442937853106
706a23c4-e240-4b8b-a894-2b4b631184b9;4.710907811400422;533.7185962014863
68923fdd-d829-4985-8851-546613c6e078;4.703243838028167;525.3044304423025
474ccf64-c5bb-45a7-a5e5-11ccabaef643;4.71968964390722;531.0996853677025
9099f5b7-22f8-45b7-80e7-00c95eaae485;4.720336134453783;530.9151333813988
47e64bdf-1ae8-4e44-98b5-3250dd2c787c;4.7202622654307005;531.2118341182628
0c36be13-c29f-4ee0-b386-e936c6ba5339;4.694788199697429;529.5780876158382
17d70345-5a06-4f01-aff5-3f7f95d7bc57;4.691573604060915;539.2891978609623
50b99487-9827-440c-a12e-d1f9c1d075e3;4.720239452679589;535.7539470284236
38b0394f-6654-4693-978d-20f361c8cb85;4.743021868787275;535.9963575667653
9b0bb133-05a4-4b72-9245-7333b1edb4f6;4.701593869731798;539.2405838198501
2d4194fa-9319-41d7-aee2-d88a0f584722;4.713827333100315;532.6565505226482
59beca2a-b84a-49b6-9ba7-60944e552cc7;4.71918125;533.1620601503762
90814108-2b03-4744-811b-9596c0bb4853;4.654462025316455;529.138185053381
dd57c558-d620-4d28-83a7-6370f4a61322;4.720669676448459;527.8185180299031
d3b1eb0c-3260-4f46-a6e2-960be64c89bd;4.737981651376145;532.9525510204081
fd3f2886-cc3d-4ecc-baae-587032183091;4.719894179894179;538.0700601202403
d1cf533d-d30d-457e-bea5-dd7d11db5139;4.713388017118402;532.8273301166065
dfce91b2-2f21-4d68-b613-3c0dc36160de;4.71573986194996;531.7373577844311
33b66bab-78b3-45e0-a86b-32e775d4dc2b;4.728726442033126;532.6285846560847
219f0c25-d395-418d-b361-229c47588770;4.709859521331948;533.7521513002364
98d79b64-7a81-4e48-a311-932694c8058a;4.712482269503546;530.2696434707904
80aba664-c7e2-4ffe-bbb5-12325596f641;4.700783227848102;531.1256864406778
701861d0-d1eb-48f1-af03-8f2ffe7a6b17;4.72663967611336;528.2640639269405
4bde2a83-195e-44ec-b5f1-92d011b7b671;4.715965382740123;530.6379026217229
8471d580-6405-438e-9eda-9eb61f4120b3;4.707418889689977;536.8004719283973
85334bbd-9b60-406e-b047-3520a2d4fbe5;4.71247348228391;526.9252723587531
924c7e6b-08f2-4871-954e-ae1f714cbcd4;4.699179019384268;533.7571357409715
fa91ebe6-476f-469f-9d62-2f893fe210f6;4.710733317037401;533.271413917383
aa45b1f9-7982-4e84-b952-668d652e83f5;4.713456851529473;534.2249239864864
9063220a-7a93-404a-873b-fd3d61ed205c;4.718689740420267;527.7380184331798
70ba6fcc-6fb2-4af9-a69c-7b6d546e2256;4.713592523364486;530.7946730186231
e3fdb0b6-d8ed-46c2-b0e2-0855373ddb49;4.726471115091805;533.9359906152241
6dd92947-643d-4121-8af3-65bb659f5200;4.7176198269815295;527.5738027792627
b38009eb-dc16-492d-9584-076fe51fd2ad;4.712644576430133;520.5735588341128
14af9acf-968f-46c2-8e2e-0a6b361ba4c5;4.708835078534031;535.0974305161652
