cow_id;name;unit;"strftime(m.""timestamp"", '%Y-%m-%d')";totalmilk
80aba664-c7e2-4ffe-bbb5-12325596f641;Brooke #2;L;2024-04-07;19.18
b595d0d1-612b-4aef-a64a-1ee0471a5028;Adriana #7;L;2024-04-07;14.54
6dd92947-643d-4121-8af3-65bb659f5200;Jennifer #1;L;2024-04-07;14.02
cdbab92f-fd6c-4714-b2c1-7c8df2830930;Amanda #5;L;2024-04-07;18.52
1b859b14-a75f-478b-bd9f-2d920b67dd0c;Kristin #6;L;2024-04-07;19.22
9099f5b7-22f8-45b7-80e7-00c95eaae485;Martha #7;L;2024-04-07;14.040000000000001
706a23c4-e240-4b8b-a894-2b4b631184b9;Yvonne #2;L;2024-04-07;9.370000000000001
b67bde0b-872d-4944-82d8-5e48806c2586;Tara #3;L;2024-04-07;13.91
7255f6ed-8b6e-4fa5-b6bf-676663ba7e48;Claudia #5;L;2024-04-07;23.629999999999995
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1;Veronica #4;L;2024-04-07;13.629999999999999
e5d23a6a-3913-4aff-8f90-9aec74ba7553;Desiree #5;L;2024-04-07;19.28
48c17eb9-ae9d-4965-a916-c4bfe1c3a3ef;Nichole #2;L;2024-04-07;24.29
f7e0cdbc-b23e-483a-8d78-b266a932a3c1;Heather #5;L;2024-04-07;9.07
b154d214-6d5d-44af-94f2-fb8c41de35cb;Sheila #6;L;2024-04-07;9.42
32a5db76-4c96-462a-b64c-7d89c7685183;Laura #1;L;2024-04-07;9.219999999999999
6c20e977-42b1-46d8-9e38-b9b0571b82a5;Brandi #8;L;2024-04-07;14.86
9351349b-0f0f-47b6-a67d-3b0fe843b019;Melody #5;L;2024-04-07;14.31
2d4194fa-9319-41d7-aee2-d88a0f584722;Jennifer #9;L;2024-04-07;9.370000000000001
9d029bf7-8984-4077-b2fd-e43a4e7cbd09;Donna #4;L;2024-04-07;13.88
8f74a252-78ce-49d4-9432-ce556e226d29;Cynthia #3;L;2024-04-07;18.92
